lexeme,stem,class
detonar,deton,ar-regular
devaluar,debalu,ar-regular
devastar,debast,ar-regular
devengar,debeng,ar-regular
devorar,debor,ar-regular
diagnosticar,diagnostic,ar-regular
dialogar,dialog,ar-regular
dibujar,dibuj,ar-regular
dictaminar,dictamin,ar-regular
dictar,dict,ar-regular
diezmar,diezm,ar-regular
difamar,difam,ar-regular
diferenciar,diferenzi,ar-regular
dificultar,dificult,ar-regular
difuminar,difumin,ar-regular
dignificar,dignific,ar-regular
dilapidar,dilapid,ar-regular
dilatar,dilat,ar-regular
diligenciar,dilijenzi,ar-regular
dilucidar,diluzid,ar-regular
dimensionar,dimension,ar-regular
diputar,diput,ar-regular
direccionar,direczion,ar-regular
discapacitar,discapazit,ar-regular
disciplinar,disziplin,ar-regular
discrepar,discrep,ar-regular
discriminar,discrimin,ar-regular
disculpar,disculp,ar-regular
disecar,disec,ar-regular
diseminar,disemin,ar-regular
disfrazar,disfraz,ar-regular
disfrutar,disfrut,ar-regular
disgregar,disgreg,ar-regular
disgustar,disgust,ar-regular
disimular,disimul,ar-regular
disipar,disip,ar-regular
dislocar,disloc,ar-regular
disociar,disozi,ar-regular
disparar,dispar,ar-regular
disparatar,disparat,ar-regular
dispensar,dispens,ar-regular
dispersar,dispers,ar-regular
disputar,disput,ar-regular
distanciar,distanzi,ar-regular
distar,dist,ar-regular
distorsionar,distorsion,ar-regular
diversificar,dibersific,ar-regular
divisar,dibis,ar-regular
divorciar,diborzi,ar-regular
divulgar,dibulg,ar-regular
doblar,dobl,ar-regular
doblegar,dobleg,ar-regular
doctorar,doctor,ar-regular
documentar,document,ar-regular
domar,dom,ar-regular
domesticar,domestic,ar-regular
domiciliar,domizili,ar-regular
dominar,domin,ar-regular
donar,don,ar-regular
dopar,dop,ar-regular
dorar,dor,ar-regular
dormitar,dormit,ar-regular
dotar,dot,ar-regular
dragar,drag,ar-regular
dramatizar,dramatiz,ar-regular
drenar,dren,ar-regular
drogar,drog,ar-regular
duchar,duC,ar-regular
dudar,dud,ar-regular
duplicar,duplic,ar-regular
durar,dur,ar-regular
eclipsar,eclips,ar-regular
economizar,economiz,ar-regular
edificar,edific,ar-regular
editar,edit,ar-regular
educar,educ,ar-regular
efectuar,efectu,ar-regular
egresar,egres,ar-regular
ejecutar,ejecut,ar-regular
ejemplificar,ejemplific,ar-regular
ejercitar,ejerzit,ar-regular
elaborar,elabor,ar-regular
elevar,eleb,ar-regular
eliminar,elimin,ar-regular
elogiar,eloji,ar-regular
emanar,eman,ar-regular
embadurnar,embadurn,ar-regular
embalsar,embals,ar-regular
embarazar,embaraz,ar-regular
embarcar,embarc,ar-regular
embargar,embarg,ar-regular
embocar,emboc,ar-regular
embolar,embol,ar-regular
embolsar,embols,ar-regular
emborrachar,emboRaC,ar-regular
emborronar,emboRon,ar-regular
embotellar,emboteL,ar-regular
embozar,emboz,ar-regular
embragar,embrag,ar-regular
embriagar,embriag,ar-regular
embrollar,embroL,ar-regular
embrujar,embruj,ar-regular
emigrar,emigr,ar-regular
emocionar,emozion,ar-regular
empachar,empaC,ar-regular
empadronar,empadron,ar-regular
empalmar,empalm,ar-regular
empanar,empan,ar-regular
empantanar,empantan,ar-regular
empapar,empap,ar-regular
empaquetar,empacet,ar-regular
emparejar,emparej,ar-regular
emparentar,emparent,ar-ie
empastar,empast,ar-regular
empatar,empat,ar-regular
empedrar,empedr,ar-ie
empeorar,empeor,ar-regular
empezar,empez,ar-ie
empinar,empin,ar-regular
emplazar,emplaz,ar-regular
emplear,emple,ar-regular
empollar,empoL,ar-regular
empotrar,empotr,ar-regular
empujar,empuj,ar-regular
emular,emul,ar-regular
enajenar,enajen,ar-regular
enamorar,enamor,ar-regular
enarbolar,enarbol,ar-regular
encabezar,encabez,ar-regular
encabronar,encabron,ar-regular
encachar,encaC,ar-regular
encadenar,encaden,ar-regular
encajar,encaj,ar-regular
encajonar,encajon,ar-regular
encalar,encal,ar-regular
encamar,encam,ar-regular
encaminar,encamin,ar-regular
encandilar,encandil,ar-regular
encantar,encant,ar-regular
encapuchar,encapuC,ar-regular
encarar,encar,ar-regular
encarcelar,encarzel,ar-regular
encargar,encarg,ar-regular
encarnar,encarn,ar-regular
encarnizar,encarniz,ar-regular
encarrilar,encaRil,ar-regular
encartar,encart,ar-regular
encausar,encaus,ar-regular
encauzar,encauz,ar-regular
encerar,enzer,ar-regular
encerrar,enzeR,ar-ie
encestar,enzest,ar-regular
encharcar,enCarc,ar-regular
enchilar,enCil,ar-regular
enchufar,enCuf,ar-regular
enclaustrar,enclaustr,ar-regular
enclavar,enclab,ar-regular
encolerizar,encoleriz,ar-regular
encomendar,encomend,ar-ie
encomiar,encomi,ar-regular
enconar,encon,ar-regular
encontrar,encontr,ar-ue
encrespar,encresp,ar-regular
encuadrar,encuadr,ar-regular
encuestar,encuest,ar-regular
encumbrar,encumbr,ar-regular
enderezar,enderez,ar-regular
endosar,endos,ar-regular
enemistar,enemist,ar-regular
enervar,enerb,ar-regular
enfadar,enfad,ar-regular
enfatizar,enfatiz,ar-regular
enfermar,enferm,ar-regular
enfervorizar,enferboriz,ar-regular
enfilar,enfil,ar-regular
enfocar,enfoc,ar-regular
enfrentar,enfrent,ar-regular
enfriar,enfri,ar-regular
engalanar,engalan,ar-regular
enganchar,enganC,ar-regular
engarzar,engarz,ar-regular
engendrar,enjendr,ar-regular
englobar,englob,ar-regular
engordar,engord,ar-regular
engranar,engran,ar-regular
engrasar,engras,ar-regular
engrosar,engros,ar-regular
enjaular,enjaul,ar-regular
enjugar,enjug,ar-regular
enjuiciar,enjuizi,ar-regular
enlatar,enlat,ar-regular
enlazar,enlaz,ar-regular
enmarcar,enmarc,ar-regular
enmascarar,enmascar,ar-regular
enmendar,enmend,ar-ie
enojar,enoj,ar-regular
enraizar,enraiz,ar-regular
enramar,enram,ar-regular
enredar,enred,ar-regular
enrolar,enrol,ar-regular
enrollar,enroL,ar-regular
enroscar,enrosc,ar-regular
ensalzar,ensalz,ar-regular
ensamblar,ensambl,ar-regular
ensanchar,ensanC,ar-regular
ensangrentar,ensangrent,ar-ie
ensayar,ensaL,ar-regular
ensenar,ensen,ar-regular
ensuciar,ensuzi,ar-regular
entablar,entabl,ar-regular
enterar,enter,ar-regular
enterrar,enteR,ar-ie
entonar,enton,ar-regular
entrar,entr,ar-regular
entrecerrar,entrezeR,ar-ie
entrecortar,entrecort,ar-regular
entregar,entreg,ar-regular
entrelazar,entrelaz,ar-regular
entremezclar,entremezcl,ar-regular
entrenar,entren,ar-regular
entreverar,entreber,ar-regular
entrevistar,entrebist,ar-regular
entroncar,entronc,ar-regular
enturbiar,enturbi,ar-regular
entusiasmar,entusiasm,ar-regular
enumerar,enumer,ar-regular
enunciar,enunzi,ar-regular
envainar,enbain,ar-regular
envasar,enbas,ar-regular
envenenar,enbenen,ar-regular
enviar,enbi,ar-regular
enviciar,enbizi,ar-regular
envidiar,enbidi,ar-regular
enzarzar,enzarz,ar-regular
equilibrar,ecilibr,ar-regular
equipar,ecip,ar-regular
equiparar,ecipar,ar-regular
equivocar,eciboc,ar-regular
erizar,eriz,ar-regular
erogar,erog,ar-regular
erosionar,erosion,ar-regular
erradicar,eRadic,ar-regular
esbozar,esboz,ar-regular
escabechar,escabeC,ar-regular
escalar,escal,ar-regular
escalonar,escalon,ar-regular
escamar,escam,ar-regular
escamotear,escamote,ar-regular
escandalizar,escandaliz,ar-regular
escapar,escap,ar-regular
escarbar,escarb,ar-regular
escardar,escard,ar-regular
escarmentar,escarment,ar-ie
escarpar,escarp,ar-regular
escasear,escase,ar-regular
escatimar,escatim,ar-regular
escayolar,escaLol,ar-regular
escenificar,eszenific,ar-regular
esclavizar,esclabiz,ar-regular
escolar,escol,ar-ue
escoltar,escolt,ar-regular
escorar,escor,ar-regular
escotar,escot,ar-regular
escriturar,escritur,ar-regular
escrutar,escrut,ar-regular
escuadrar,escuadr,ar-regular
escuchar,escuC,ar-regular
escudar,escud,ar-regular
esforzar,esforz,ar-ue
esfumar,esfum,ar-regular
eslabonar,eslabon,ar-regular
esmaltar,esmalt,ar-regular
esmerar,esmer,ar-regular
espabilar,espabil,ar-regular
espachurrar,espaCuR,ar-regular
espaciar,espazi,ar-regular
espantar,espant,ar-regular
especificar,espezific,ar-regular
especular,especul,ar-regular
esperanzar,esperanz,ar-regular
esperar,esper,ar-regular
espesar,espes,ar-regular
espetar,espet,ar-regular
espiar,espi,ar-regular
espigar,espig,ar-regular
espolvorear,espolbore,ar-regular
esponjar,esponj,ar-regular
esposar,espos,ar-regular
esquematizar,escematiz,ar-regular
esquiar,esci,ar-regular
esquilmar,escilm,ar-regular
esquivar,escib,ar-regular
estabilizar,estabiliz,ar-regular
estacionar,estazion,ar-regular
estafar,estaf,ar-regular
estallar,estaL,ar-regular
estampar,estamp,ar-regular
estancar,estanc,ar-regular
estandarizar,estandariz,ar-regular
estereotipar,estereotip,ar-regular
esterilizar,esteriliz,ar-regular
estibar,estib,ar-regular
estigmatizar,estigmatiz,ar-regular
estilar,estil,ar-regular
estilizar,estiliz,ar-regular
estimar,estim,ar-regular
estimular,estimul,ar-regular
estipular,estipul,ar-regular
estirar,estir,ar-regular
estofar,estof,ar-regular
estorbar,estorb,ar-regular
estornudar,estornud,ar-regular
estrangular,estrangul,ar-regular
estratificar,estratific,ar-regular
estrechar,estreC,ar-regular
estrellar,estreL,ar-regular
estrenar,estren,ar-regular
estresar,estres,ar-regular
estriar,estri,ar-regular
estribar,estrib,ar-regular
estropear,estrope,ar-regular
estructurar,estructur,ar-regular
estrujar,estruj,ar-regular
estudiar,estudi,ar-regular
etiquetar,eticet,ar-regular
evacuar,ebacu,ar-regular
evaluar,ebalu,ar-regular
evangelizar,ebanjeliz,ar-regular
evaporar,ebapor,ar-regular
evidenciar,ebidenzi,ar-regular
evitar,ebit,ar-regular
evocar,eboc,ar-regular
evolucionar,eboluzion,ar-regular
exacerbar,exazerb,ar-regular
exagerar,exajer,ar-regular
exaltar,exalt,ar-regular
examinar,examin,ar-regular
exasperar,exasper,ar-regular
excarcelar,excarzel,ar-regular
excavar,excab,ar-regular
exceptuar,exzeptu,ar-regular
excitar,exzit,ar-regular
exclamar,exclam,ar-regular
excomulgar,excomulg,ar-regular
exculpar,exculp,ar-regular
excusar,excus,ar-regular
exhortar,exort,ar-regular
exhumar,exum,ar-regular
exiliar,exili,ar-regular
exonerar,exoner,ar-regular
exorcizar,exorziz,ar-regular
expedientar,expedient,ar-regular
expensar,expens,ar-regular
experimentar,experiment,ar-regular
expirar,expir,ar-regular
explanar,explan,ar-regular
explayar,explaL,ar-regular
explicar,explic,ar-regular
explorar,explor,ar-regular
explosionar,explosion,ar-regular
explotar,explot,ar-regular
expoliar,expoli,ar-regular
exportar,export,ar-regular
expresar,expres,ar-regular
expropiar,expropi,ar-regular
expulsar,expuls,ar-regular
expurgar,expurg,ar-regular
extasiar,extasi,ar-regular
exteriorizar,exterioriz,ar-regular
exterminar,extermin,ar-regular
extorsionar,extorsion,ar-regular
extraditar,extradit,ar-regular
extraviar,extrabi,ar-regular
extremar,extrem,ar-regular
fabricar,fabric,ar-regular
facilitar,fazilit,ar-regular
facturar,factur,ar-regular
facultar,facult,ar-regular
faenar,faen,ar-regular
fajar,faj,ar-regular
fallar,faL,ar-regular
falsificar,falsific,ar-regular
faltar,falt,ar-regular
familiarizar,familiariz,ar-regular
farolear,farole,ar-regular
fascinar,faszin,ar-regular
fastidiar,fastidi,ar-regular
fatigar,fatig,ar-regular
fechar,feC,ar-regular
federar,feder,ar-regular
felicitar,felizit,ar-regular
feriar,feri,ar-regular
fermentar,ferment,ar-regular
festejar,festej,ar-regular
fichar,fiC,ar-regular
figurar,figur,ar-regular
fijar,fij,ar-regular
filar,fil,ar-regular
filmar,film,ar-regular
filtrar,filtr,ar-regular
finalizar,finaliz,ar-regular
financiar,finanzi,ar-regular
fincar,finc,ar-regular
finiquitar,finicit,ar-regular
firmar,firm,ar-regular
fiscalizar,fiscaliz,ar-regular
flagelar,flajel,ar-regular
flanquear,flance,ar-regular
fletar,flet,ar-regular
flojear,floje,ar-regular
flotar,flot,ar-regular
fluctuar,fluctu,ar-regular
foguear,foge,ar-regular
follar,foL,ar-regular
fomentar,foment,ar-regular
fondear,fonde,ar-regular
forcejear,forzeje,ar-regular
forjar,forj,ar-regular
formalizar,formaliz,ar-regular
formar,form,ar-regular
formular,formul,ar-regular
forrar,foR,ar-regular
fortificar,fortific,ar-regular
forzar,forz,ar-ue
fosar,fos,ar-regular
fotocopiar,fotocopi,ar-regular
fotografiar,fotografi,ar-regular
fracasar,fracas,ar-regular
fraccionar,fraczion,ar-regular
fracturar,fractur,ar-regular
fragmentar,fragment,ar-regular
fraguar,fragu,ar-regular
franquear,france,ar-regular
frecuentar,frecuent,ar-regular
fregar,freg,ar-ie
frenar,fren,ar-regular
friccionar,friczion,ar-regular
frotar,frot,ar-regular
frustrar,frustr,ar-regular
frutar,frut,ar-regular
fulminar,fulmin,ar-regular
fumar,fum,ar-regular
fumigar,fumig,ar-regular
funcionar,funzion,ar-regular
fundamentar,fundament,ar-regular
fundar,fund,ar-regular
fusilar,fusil,ar-regular
fusionar,fusion,ar-regular
fustigar,fustig,ar-regular
galantear,galante,ar-regular
galardonar,galardon,ar-regular
galvanizar,galbaniz,ar-regular
ganar,gan,ar-regular
garantizar,garantiz,ar-regular
gasear,gase,ar-regular
gastar,gast,ar-regular
generalizar,jeneraliz,ar-regular
generar,jener,ar-regular
gestar,jest,ar-regular
gestionar,jestion,ar-regular
girar,jir,ar-regular
glorificar,glorific,ar-regular
glosar,glos,ar-regular
gobernar,gobern,ar-ie
golear,gole,ar-regular
golpear,golpe,ar-regular
gotear,gote,ar-regular
gozar,goz,ar-regular
grabar,grab,ar-regular
gradar,grad,ar-regular
graduar,gradu,ar-regular
granar,gran,ar-regular
granjear,granje,ar-regular
granular,granul,ar-regular
gratificar,gratific,ar-regular
gravar,grab,ar-regular
gripar,grip,ar-regular
gritar,grit,ar-regular
guardar,guard,ar-regular
guisar,gis,ar-regular
gustar,gust,ar-regular
habilitar,abilit,ar-regular
habitar,abit,ar-regular
habituar,abitu,ar-regular
hablar,abl,ar-regular
hacinar,azin,ar-regular
halagar,alag,ar-regular
hartar,art,ar-regular
hechizar,eCiz,ar-regular
heredar,ered,ar-regular
hermanar,erman,ar-regular
hidratar,idrat,ar-regular
hilvanar,ilban,ar-regular
hinchar,inC,ar-regular
hipnotizar,ipnotiz,ar-regular
hipotecar,ipotec,ar-regular
historiar,istori,ar-regular
holgar,olg,ar-ue
homenajear,omenaje,ar-regular
homologar,omolog,ar-regular
honrar,onr,ar-regular
hornear,orne,ar-regular
horrorizar,oRoriz,ar-regular
hospedar,osped,ar-regular
hospitalizar,ospitaliz,ar-regular
hostigar,ostig,ar-regular
humanizar,umaniz,ar-regular
humillar,umiL,ar-regular
hurtar,urt,ar-regular
idealizar,idealiz,ar-regular
idear,ide,ar-regular
identificar,identific,ar-regular
ignorar,ignor,ar-regular
igualar,igual,ar-regular
iluminar,ilumin,ar-regular
ilusionar,ilusion,ar-regular
ilustrar,ilustr,ar-regular
imaginar,imajin,ar-regular
imitar,imit,ar-regular
impacientar,impazient,ar-regular
impactar,impact,ar-regular
imperar,imper,ar-regular
implantar,implant,ar-regular
implementar,implement,ar-regular
implicar,implic,ar-regular
implorar,implor,ar-regular
importar,import,ar-regular
imposibilitar,imposibilit,ar-regular
impregnar,impregn,ar-regular
impresionar,impresion,ar-regular
imprimar,imprim,ar-regular
improvisar,improbis,ar-regular
impugnar,impugn,ar-regular
impulsar,impuls,ar-regular
imputar,imput,ar-regular
inaugurar,inaugur,ar-regular
incapacitar,incapazit,ar-regular
incautar,incaut,ar-regular
incendiar,inzendi,ar-regular
incentivar,inzentib,ar-regular
incinerar,inziner,ar-regular
incitar,inzit,ar-regular
inclinar,inclin,ar-regular
incomodar,incomod,ar-regular
incomunicar,incomunic,ar-regular
incordiar,incordi,ar-regular
incorporar,incorpor,ar-regular
incrementar,increment,ar-regular
increpar,increp,ar-regular
incriminar,incrimin,ar-regular
incrustar,incrust,ar-regular
inculcar,inculc,ar-regular
inculpar,inculp,ar-regular
incursionar,incursion,ar-regular
indagar,indag,ar-regular
indemnizar,indemniz,ar-regular
independizar,independiz,ar-regular
indicar,indic,ar-regular
indignar,indign,ar-regular
individualizar,indibidualiz,ar-regular
indizar,indiz,ar-regular
indultar,indult,ar-regular
industrializar,industrializ,ar-regular
infectar,infect,ar-regular
infestar,infest,ar-regular
infiltrar,infiltr,ar-regular
inflamar,inflam,ar-regular
inflar,infl,ar-regular
influenciar,influenzi,ar-regular
informar,inform,ar-regular
informatizar,informatiz,ar-regular
ingeniar,injeni,ar-regular
ingresar,ingres,ar-regular
inhabilitar,inabilit,ar-regular
inhalar,inal,ar-regular
inicializar,inizializ,ar-regular
iniciar,inizi,ar-regular
injertar,injert,ar-regular
injuriar,injuri,ar-regular
inmortalizar,inmortaliz,ar-regular
inmovilizar,inmobiliz,ar-regular
inmunizar,inmuniz,ar-regular
innovar,innob,ar-regular
inquietar,inciet,ar-regular
insertar,insert,ar-regular
insinuar,insinu,ar-regular
inspeccionar,inspeczion,ar-regular
inspirar,inspir,ar-regular
instalar,instal,ar-regular
instar,inst,ar-regular
instaurar,instaur,ar-regular
instigar,instig,ar-regular
institucionalizar,instituzionaliz,ar-regular
instrumentar,instrument,ar-regular
insultar,insult,ar-regular
insurreccionar,insuReczion,ar-regular
integrar,integr,ar-regular
intensificar,intensific,ar-regular
intentar,intent,ar-regular
interactuar,interactu,ar-regular
intercalar,intercal,ar-regular
intercambiar,intercambi,ar-regular
interceptar,interzept,ar-regular
interconectar,interconect,ar-regular
interesar,interes,ar-regular
internacionalizar,internazionaliz,ar-regular
internar,intern,ar-regular
interpelar,interpel,ar-regular
interpretar,interpret,ar-regular
interrogar,inteRog,ar-regular
intimidar,intimid,ar-regular
intoxicar,intoxic,ar-regular
intrigar,intrig,ar-regular
intrincar,intrinc,ar-regular
inundar,inund,ar-regular
inutilizar,inutiliz,ar-regular
invalidar,inbalid,ar-regular
inventar,inbent,ar-regular
invernar,inbern,ar-ie
investigar,inbestig,ar-regular
invitar,inbit,ar-regular
invocar,inboc,ar-regular
involucrar,inbolucr,ar-regular
inyectar,inLect,ar-regular
ionizar,ioniz,ar-regular
irradiar,iRadi,ar-regular
irritar,iRit,ar-regular
jalar,jal,ar-regular
jalear,jale,ar-regular
jamar,jam,ar-regular
jaspear,jaspe,ar-regular
jeringar,jering,ar-regular
jorobar,jorob,ar-regular
jubilar,jubil,ar-regular
jugar,jug,ar-ue
juguetear,jugete,ar-regular
jumar,jum,ar-regular
juntar,junt,ar-regular
juramentar,jurament,ar-regular
jurar,jur,ar-regular
justar,just,ar-regular
justificar,justific,ar-regular
juzgar,juzg,ar-regular
laborar,labor,ar-regular
laborear,labore,ar-regular
labrar,labr,ar-regular
laburar,labur,ar-regular
ladear,lade,ar-regular
ladrar,ladr,ar-regular
lamentar,lament,ar-regular
laminar,lamin,ar-regular
lanzar,lanz,ar-regular
largar,larg,ar-regular
lastimar,lastim,ar-regular
lastrar,lastr,ar-regular
lavar,lab,ar-regular
laxar,lax,ar-regular
lazar,laz,ar-regular
lechar,leC,ar-regular
legalizar,legaliz,ar-regular
legar,leg,ar-regular
legislar,lejisl,ar-regular
legitimar,lejitim,ar-regular
lesionar,lesion,ar-regular
levantar,lebant,ar-regular
levar,leb,ar-regular
liberalizar,liberaliz,ar-regular
liberar,liber,ar-regular
librar,libr,ar-regular
licenciar,lizenzi,ar-regular
licitar,lizit,ar-regular
licuar,licu,ar-regular
liderar,lider,ar-regular
lidiar,lidi,ar-regular
ligar,lig,ar-regular
limar,lim,ar-regular
limitar,limit,ar-regular
limpiar,limpi,ar-regular
linchar,linC,ar-regular
lindar,lind,ar-regular
linear,line,ar-regular
liquidar,licid,ar-regular
listar,list,ar-regular
llagar,Lag,ar-regular
llamar,Lam,ar-regular
llegar,Leg,ar-regular
llenar,Len,ar-regular
llevar,Leb,ar-regular
llorar,Lor,ar-regular
lloviznar,Lobizn,ar-regular
localizar,localiz,ar-regular
lograr,logr,ar-regular
luchar,luC,ar-regular
lustrar,lustr,ar-regular
macerar,mazer,ar-regular
machacar,maCac,ar-regular
madrugar,madrug,ar-regular
madurar,madur,ar-regular
magnificar,magnific,ar-regular
majar,maj,ar-regular
malear,male,ar-regular
malograr,malogr,ar-regular
maltratar,maltrat,ar-regular
malversar,malbers,ar-regular
mamar,mam,ar-regular
manar,man,ar-regular
mancar,manc,ar-regular
manchar,manC,ar-regular
mancillar,manziL,ar-regular
mancomunar,mancomun,ar-regular
mancornar,mancorn,ar-ue
mandar,mand,ar-regular
manejar,manej,ar-regular
mangar,mang,ar-regular
maniatar,maniat,ar-regular
manifestar,manifest,ar-ie
maniobrar,maniobr,ar-regular
manipular,manipul,ar-regular
manufacturar,manufactur,ar-regular
maquilar,macil,ar-regular
maquillar,maciL,ar-regular
maquinar,macin,ar-regular
maravillar,marabiL,ar-regular
marcar,marc,ar-regular
marchar,marC,ar-regular
marchitar,marCit,ar-regular
marear,mare,ar-regular
marginar,marjin,ar-regular
maridar,marid,ar-regular
marinar,marin,ar-regular
mascar,masc,ar-regular
mascullar,mascuL,ar-regular
masticar,mastic,ar-regular
matar,mat,ar-regular
materializar,materializ,ar-regular
matizar,matiz,ar-regular
matricular,matricul,ar-regular
matrimoniar,matrimoni,ar-regular
maximizar,maximiz,ar-regular
mecanizar,mecaniz,ar-regular
mecanografiar,mecanografi,ar-regular
mediar,medi,ar-regular
mediatizar,mediatiz,ar-regular
medicar,medic,ar-regular
medicinar,medizin,ar-regular
meditar,medit,ar-regular
mejorar,mejor,ar-regular
mellar,meL,ar-regular
memorizar,memoriz,ar-regular
mencionar,menzion,ar-regular
menear,mene,ar-regular
menguar,mengu,ar-regular
menoscabar,menoscab,ar-regular
menospreciar,menosprezi,ar-regular
mentar,ment,ar-ie
menudear,menude,ar-regular
mercadear,mercade,ar-regular
mercar,merc,ar-regular
merendar,merend,ar-ie
mermar,merm,ar-regular
merodear,merode,ar-regular
mestizar,mestiz,ar-regular
mesurar,mesur,ar-regular
metabolizar,metaboliz,ar-regular
mezclar,mezcl,ar-regular
militar,milit,ar-regular
militarizar,militariz,ar-regular
mimar,mim,ar-regular
minar,min,ar-regular
minimizar,minimiz,ar-regular
minutar,minut,ar-regular
mirar,mir,ar-regular
mitigar,mitig,ar-regular
mochar,moC,ar-regular
modelar,model,ar-regular
moderar,moder,ar-regular
modernizar,moderniz,ar-regular
modificar,modific,ar-regular
modular,modul,ar-regular
mojar,moj,ar-regular
molestar,molest,ar-regular
momificar,momific,ar-regular
mondar,mond,ar-regular
monedar,moned,ar-regular
monitorizar,monitoriz,ar-regular
monopolizar,monopoliz,ar-regular
montar,mont,ar-regular
morar,mor,ar-regular
mordisquear,mordisce,ar-regular
mortificar,mortific,ar-regular
mostrar,mostr,ar-ue
motivar,motib,ar-regular
motorizar,motoriz,ar-regular
movilizar,mobiliz,ar-regular
mudar,mud,ar-regular
multar,mult,ar-regular
multiplicar,multiplic,ar-regular
murar,mur,ar-regular
murmurar,murmur,ar-regular
mutar,mut,ar-regular
mutilar,mutil,ar-regular
nacionalizar,nazionaliz,ar-regular
nadar,nad,ar-regular
narrar,naR,ar-regular
naturalizar,naturaliz,ar-regular
naufragar,naufrag,ar-regular
navegar,nabeg,ar-regular
necesitar,nezesit,ar-regular
negar,neg,ar-ie
negociar,negozi,ar-regular
neutralizar,neutraliz,ar-regular
nevar,neb,ar-ie
nivelar,nibel,ar-regular
nombrar,nombr,ar-regular
nominar,nomin,ar-regular
noquear,noce,ar-regular
normalizar,normaliz,ar-regular
normar,norm,ar-regular
notar,not,ar-regular
noticiar,notizi,ar-regular
notificar,notific,ar-regular
novelar,nobel,ar-regular
nublar,nubl,ar-regular
numerar,numer,ar-regular
obcecar,obzec,ar-regular
objetar,objet,ar-regular
obligar,oblig,ar-regular
obrar,obr,ar-regular
obsequiar,obseci,ar-regular
observar,obserb,ar-regular
obsesionar,obsesion,ar-regular
obstaculizar,obstaculiz,ar-regular
obviar,obbi,ar-regular
ocasionar,ocasion,ar-regular
occidentalizar,oczidentaliz,ar-regular
ocultar,ocult,ar-regular
ocupar,ocup,ar-regular
odiar,odi,ar-regular
ofertar,ofert,ar-regular
oficializar,ofizializ,ar-regular
oficiar,ofizi,ar-regular
ofrendar,ofrend,ar-regular
ofuscar,ofusc,ar-regular
ojear,oje,ar-regular
olear,ole,ar-regular
olivar,olib,ar-regular
olvidar,olbid,ar-regular
ondear,onde,ar-regular
ondular,ondul,ar-regular
opacar,opac,ar-regular
operar,oper,ar-regular
opinar,opin,ar-regular
optar,opt,ar-regular
optimizar,optimiz,ar-regular
ordenar,orden,ar-regular
organizar,organiz,ar-regular
orientar,orient,ar-regular
originar,orijin,ar-regular
orillar,oriL,ar-regular
orinar,orin,ar-regular
orquestar,orcest,ar-regular
orzar,orz,ar-regular
oscilar,oszil,ar-regular
ostentar,ostent,ar-regular
otorgar,otorg,ar-regular
ovacionar,obazion,ar-regular
oxidar,oxid,ar-regular
oxigenar,oxijen,ar-regular
pacificar,pazific,ar-regular
pactar,pact,ar-regular
pagar,pag,ar-regular
paliar,pali,ar-regular
palmar,palm,ar-regular
palmear,palme,ar-regular
palpar,palp,ar-regular
palpitar,palpit,ar-regular
papar,pap,ar-regular
papear,pape,ar-regular
papelear,papele,ar-regular
paralizar,paraliz,ar-regular
parar,par,ar-regular
parcelar,parzel,ar-regular
parchar,parC,ar-regular
parear,pare,ar-regular
parlamentar,parlament,ar-regular
parlar,parl,ar-regular
parodiar,parodi,ar-regular
parpadear,parpade,ar-regular
participar,partizip,ar-regular
pasaportar,pasaport,ar-regular
pasar,pas,ar-regular
pasear,pase,ar-regular
pasmar,pasm,ar-regular
pastar,past,ar-regular
patalear,patale,ar-regular
patear,pate,ar-regular
patentar,patent,ar-regular
patinar,patin,ar-regular
patrocinar,patrozin,ar-regular
patrullar,patruL,ar-regular
paular,paul,ar-regular
pausar,paus,ar-regular
pautar,paut,ar-regular
pavimentar,pabiment,ar-regular
pecar,pec,ar-regular
pechar,peC,ar-regular
pegar,peg,ar-regular
peinar,pein,ar-regular
pelar,pel,ar-regular
pelear,pele,ar-regular
peligrar,peligr,ar-regular
pelotear,pelote,ar-regular
penalizar,penaliz,ar-regular
penar,pen,ar-regular
pendonear,pendone,ar-regular
penetrar,penetr,ar-regular
penitenciar,penitenzi,ar-regular
pensar,pens,ar-ie
pensionar,pension,ar-regular
peonar,peon,ar-regular
perdonar,perdon,ar-regular
perdurar,perdur,ar-regular
peregrinar,peregrin,ar-regular
perfeccionar,perfeczion,ar-regular
perfilar,perfil,ar-regular
perforar,perfor,ar-regular
perfumar,perfum,ar-regular
perjudicar,perjudic,ar-regular
permutar,permut,ar-regular
pernoctar,pernoct,ar-regular
perpetrar,perpetr,ar-regular
perpetuar,perpetu,ar-regular
perseverar,perseber,ar-regular
personalizar,personaliz,ar-regular
personificar,personific,ar-regular
perturbar,perturb,ar-regular
pesar,pes,ar-regular
pescar,pesc,ar-regular
pesquisar,pescis,ar-regular
picar,pic,ar-regular
pilar,pil,ar-regular
pillar,piL,ar-regular
pilotar,pilot,ar-regular
pinchar,pinC,ar-regular
pintar,pint,ar-regular
pisar,pis,ar-regular
pisotear,pisote,ar-regular
pitar,pit,ar-regular
pizcar,pizc,ar-regular
plagar,plag,ar-regular
plagiar,plaji,ar-regular
planchar,planC,ar-regular
planear,plane,ar-regular
planificar,planific,ar-regular
plantar,plant,ar-regular
plantear,plante,ar-regular
plasmar,plasm,ar-regular
platear,plate,ar-regular
